Order ID,Sale ID,Date,Order,Transaction type,Sale type,Sales channel,POS location,Billing country,Billing region,Billing city,Shipping country,Shipping region,Shipping city,Product type,Product vendor,Product,Variant,Variant SKU,Net quantity,Gross sales,Discounts,Returns,Net sales,Shipping,Taxes,Total sales
4.50552E+12,1.44391E+13,2022-06-22T14:37:59-04:00,#2165,product,order,Online Store,,Canada,Ontario,Manotick,Canada,Ontario,Ottawa,,DOGORA,Vendors Medical Snuggie,S,,1,23.59,0,0,23.59,0,3.07,26.66
4.50552E+12,1.44391E+13,2022-06-22T14:37:59-04:00,#2165,product,order,Online Store,,Canada,Ontario,Manotick,Canada,Ontario,Ottawa,,DOGORA,Vendors Medical Snuggie,L,,1,33.59,0,0,33.59,0,4.37,37.96
4.50554E+12,1.44391E+13,2022-06-22T14:49:41-04:00,#2166,product,order,Online Store,,Canada,Ontario,Caledonia,Canada,Ontario,Caledonia,,DOGORA,Clinic Order Medical Snuggie,L,,2,47,0,0,47,0,6.11,53.11
4.50554E+12,1.44391E+13,2022-06-22T14:49:41-04:00,#2166,product,order,Online Store,,Canada,Ontario,Caledonia,Canada,Ontario,Caledonia,,DOGORA,Clinic Order Medical Snuggie,S,,3,47.97,0,0,47.97,0,6.24,54.21
4.50554E+12,1.44391E+13,2022-06-22T14:49:41-04:00,#2166,product,order,Online Store,,Canada,Ontario,Caledonia,Canada,Ontario,Caledonia,,DOGORA,Clinic Order Medical Snuggie,XS,,2,28.58,0,0,28.58,0,3.72,32.3
4.50554E+12,1.44391E+13,2022-06-22T14:49:41-04:00,#2166,product,order,Online Store,,Canada,Ontario,Caledonia,Canada,Ontario,Caledonia,,DOGORA,Clinic Order Medical Snuggie,M2,,3,63.27,0,0,63.27,0,8.23,71.5
4.50938E+12,1.44545E+13,2022-06-23T14:58:11-04:00,#2167,product,order,Online Store,,United States,New Jersey,Pequannock Township,United States,New Jersey,West Orange,,DOGORA,Custom Snuggie Reorder - West Orange Animal Hospital,XL,,5,132.3,0,0,132.3,0,0,132.3
4.50938E+12,1.44545E+13,2022-06-23T14:58:11-04:00,#2167,product,order,Online Store,,United States,New Jersey,Pequannock Township,United States,New Jersey,West Orange,,DOGORA,Custom Snuggie Reorder - West Orange Animal Hospital,M2,,5,111.5,0,0,111.5,0,0,111.5
4.50938E+12,1.44545E+13,2022-06-23T14:58:11-04:00,#2167,product,order,Online Store,,United States,New Jersey,Pequannock Township,United States,New Jersey,West Orange,,DOGORA,Custom Snuggie Reorder - West Orange Animal Hospital,XS,,5,77.5,0,0,77.5,0,0,77.5
4.50938E+12,1.44545E+13,2022-06-23T14:58:11-04:00,#2167,shipping,order,Online Store,,United States,New Jersey,Pequannock Township,United States,New Jersey,West Orange,,,,,,0,0,0,0,0,19.99,0,19.99
4.50938E+12,1.44545E+13,2022-06-23T14:58:11-04:00,#2167,product,order,Online Store,,United States,New Jersey,Pequannock Township,United States,New Jersey,West Orange,,DOGORA,Custom Snuggie Reorder - West Orange Animal Hospital,M1,,5,98.55,0,0,98.55,0,0,98.55
4.50938E+12,1.44545E+13,2022-06-23T14:58:11-04:00,#2167,product,order,Online Store,,United States,New Jersey,Pequannock Township,United States,New Jersey,West Orange,,DOGORA,Custom Snuggie Reorder - West Orange Animal Hospital,L,,5,123.55,0,0,123.55,0,0,123.55
4.50938E+12,1.44545E+13,2022-06-23T14:58:11-04:00,#2167,product,order,Online Store,,United States,New Jersey,Pequannock Township,United States,New Jersey,West Orange,,DOGORA,Custom Snuggie Reorder - West Orange Animal Hospital,S,,5,86,0,0,86,0,0,86
4.51465E+12,1.44726E+13,2022-06-27T09:33:24-04:00,#2168,product,order,Online Store,,Canada,Ontario,Woodbridge,Canada,Ontario,Port Hope,,DOGORA,Clinic Order Medical Snuggie,XS,,4,57.16,0,0,57.16,0,7.43,64.59
4.51465E+12,1.44726E+13,2022-06-27T09:33:24-04:00,#2168,product,order,Online Store,,Canada,Ontario,Woodbridge,Canada,Ontario,Port Hope,,DOGORA,Clinic Order Medical Snuggie,M2,,4,84.36,0,0,84.36,0,10.97,95.33
4.51465E+12,1.44726E+13,2022-06-27T09:33:24-04:00,#2168,product,order,Online Store,,Canada,Ontario,Woodbridge,Canada,Ontario,Port Hope,,DOGORA,Clinic Order Medical Snuggie,XL,,4,101,0,0,101,0,13.13,114.13
4.51465E+12,1.44726E+13,2022-06-27T09:33:24-04:00,#2168,product,order,Online Store,,Canada,Ontario,Woodbridge,Canada,Ontario,Port Hope,,DOGORA,Clinic Order Medical Snuggie,M1,,3,55.5,0,0,55.5,0,7.22,62.72
4.51465E+12,1.44726E+13,2022-06-27T09:33:24-04:00,#2168,product,order,Online Store,,Canada,Ontario,Woodbridge,Canada,Ontario,Port Hope,,DOGORA,Clinic Order Medical Snuggie,S,,4,63.96,0,0,63.96,0,8.31,72.27
4.51465E+12,1.44726E+13,2022-06-27T09:33:24-04:00,#2168,product,order,Online Store,,Canada,Ontario,Woodbridge,Canada,Ontario,Port Hope,,DOGORA,Clinic Order Medical Snuggie,L,,5,117.5,0,0,117.5,0,15.28,132.78
4.51502E+12,1.44739E+13,2022-06-27T15:46:35-04:00,#2169,product,order,Online Store,,Canada,Ontario,Windsor,Canada,Ontario,Windsor,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-L,,1,51.75,0,0,51.75,0,6.73,58.48
4.51502E+12,1.44739E+13,2022-06-27T15:46:35-04:00,#2169,product,order,Online Store,,Canada,Ontario,Windsor,Canada,Ontario,Windsor,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-XL,,1,54.4,0,0,54.4,0,7.07,61.47
4.51632E+12,1.44787E+13,2022-06-28T16:23:10-04:00,#2170,product,order,Online Store,,Canada,Ontario,Mississauga,Canada,Ontario,Mississauga,,DOGORA,Clinic Order Medical Snuggie,XL,,1,25.25,0,0,25.25,0,3.28,28.53
4.51632E+12,1.44787E+13,2022-06-28T16:23:10-04:00,#2170,product,order,Online Store,,Canada,Ontario,Mississauga,Canada,Ontario,Mississauga,,DOGORA,Clinic Order Medical Snuggie,M2,,7,147.63,0,0,147.63,0,19.19,166.82
4.51632E+12,1.44787E+13,2022-06-28T16:23:10-04:00,#2170,product,order,Online Store,,Canada,Ontario,Mississauga,Canada,Ontario,Mississauga,,DOGORA,Clinic Order Medical Snuggie,L,,2,47,0,0,47,0,6.11,53.11
4.51764E+12,1.4483E+13,2022-06-29T15:05:03-04:00,#2171,product,order,Online Store,,Canada,Ontario,Mississauga,Canada,Ontario,Mississauga,,DOGORA,Clinic Order Medical Snuggie,S,,3,47.97,0,0,47.97,0,6.24,54.21
4.51764E+12,1.4483E+13,2022-06-29T15:05:03-04:00,#2171,product,order,Online Store,,Canada,Ontario,Mississauga,Canada,Ontario,Mississauga,,DOGORA,Clinic Order Medical Snuggie,XL,,1,25.25,0,0,25.25,0,3.28,28.53
4.51764E+12,1.4483E+13,2022-06-29T15:05:03-04:00,#2171,product,order,Online Store,,Canada,Ontario,Mississauga,Canada,Ontario,Mississauga,,DOGORA,Clinic Order Medical Snuggie,M2,,1,21.09,0,0,21.09,0,2.74,23.83
4.51764E+12,1.4483E+13,2022-06-29T15:05:03-04:00,#2171,product,order,Online Store,,Canada,Ontario,Mississauga,Canada,Ontario,Mississauga,,DOGORA,Clinic Order Medical Snuggie,M1,,3,55.5,0,0,55.5,0,7.22,62.72
4.51764E+12,1.4483E+13,2022-06-29T15:05:03-04:00,#2171,product,order,Online Store,,Canada,Ontario,Mississauga,Canada,Ontario,Mississauga,,DOGORA,Clinic Order Medical Snuggie,L,,2,47,0,0,47,0,6.11,53.11
4.53227E+12,1.45228E+13,2022-07-05T10:06:54-04:00,#2172,product,order,Online Store,,Canada,Ontario,Barrie,Canada,Ontario,Barrie,,DOGORA,Aldergrove Animal Hospital Custom,XL,,10,264.6,0,0,264.6,0,34.4,299
4.53227E+12,1.45228E+13,2022-07-05T10:06:54-04:00,#2172,product,order,Online Store,,Canada,Ontario,Barrie,Canada,Ontario,Barrie,,DOGORA,Aldergrove Animal Hospital Custom,M2,,10,223,0,0,223,0,28.99,251.99
4.53269E+12,1.45243E+13,2022-07-05T15:37:41-04:00,#2173,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,,DOGORA,Clinic Order Medical Snuggie,L,,2,47,0,0,47,0,6.11,53.11
4.53269E+12,1.45243E+13,2022-07-05T15:37:41-04:00,#2173,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,,DOGORA,Clinic Order Medical Snuggie,S,,3,47.97,0,0,47.97,0,6.24,54.21
4.53269E+12,1.45243E+13,2022-07-05T15:37:41-04:00,#2173,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,,DOGORA,Clinic Order Medical Snuggie,M1,,3,55.5,0,0,55.5,0,7.22,62.72
4.53269E+12,1.45243E+13,2022-07-05T15:37:41-04:00,#2173,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,,DOGORA,Clinic Order Medical Snuggie,XS,,2,28.58,0,0,28.58,0,3.72,32.3
4.53534E+12,1.45332E+13,2022-07-07T17:34:37-04:00,#2174,product,order,Online Store,,Canada,Ontario,Aurora,Canada,Ontario,Aurora,,DOGORA,Clinic Order Medical Snuggie,M2,,2,42.18,0,0,42.18,0,5.48,47.66
4.53534E+12,1.45332E+13,2022-07-07T17:34:37-04:00,#2174,product,order,Online Store,,Canada,Ontario,Aurora,Canada,Ontario,Aurora,,DOGORA,Clinic Order Medical Snuggie,L,,5,117.5,0,0,117.5,0,15.28,132.78
4.53534E+12,1.45332E+13,2022-07-07T17:34:37-04:00,#2174,product,order,Online Store,,Canada,Ontario,Aurora,Canada,Ontario,Aurora,,DOGORA,Clinic Order Medical Snuggie,XL,,1,25.25,0,0,25.25,0,3.28,28.53
4.53534E+12,1.45332E+13,2022-07-07T17:34:37-04:00,#2174,product,order,Online Store,,Canada,Ontario,Aurora,Canada,Ontario,Aurora,,DOGORA,Clinic Order Medical Snuggie,S,,1,15.99,0,0,15.99,0,2.08,18.07
4.53534E+12,1.45332E+13,2022-07-07T17:34:37-04:00,#2174,product,order,Online Store,,Canada,Ontario,Aurora,Canada,Ontario,Aurora,,DOGORA,Clinic Order Medical Snuggie,M1,,1,18.5,0,0,18.5,0,2.41,20.91
4.53942E+12,1.45457E+13,2022-07-11T11:40:40-04:00,#2175,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,,DOGORA,Clinic Order Medical Snuggie,L,,3,70.5,0,0,70.5,0,9.17,79.67
4.53942E+12,1.45457E+13,2022-07-11T11:40:40-04:00,#2175,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,,DOGORA,Clinic Order Medical Snuggie,M2,,3,63.27,0,0,63.27,0,8.23,71.5
4.53942E+12,1.45457E+13,2022-07-11T11:40:40-04:00,#2175,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,,DOGORA,Clinic Order Medical Snuggie,S,,1,15.99,0,0,15.99,0,2.08,18.07
4.53942E+12,1.45457E+13,2022-07-11T11:40:40-04:00,#2175,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,,DOGORA,Clinic Order Medical Snuggie,M1,,1,18.5,0,0,18.5,0,2.41,20.91
4.54097E+12,1.45509E+13,2022-07-12T17:57:00-04:00,#2176,product,order,Online Store,,Canada,Ontario,St.catharines,Canada,Ontario,St.catharines,,DOGORA,Clinic Order Medical Snuggie,XS,,3,42.87,0,0,42.87,0,5.57,48.44
4.54097E+12,1.45509E+13,2022-07-12T17:57:00-04:00,#2176,product,order,Online Store,,Canada,Ontario,St.catharines,Canada,Ontario,St.catharines,,DOGORA,Clinic Order Medical Snuggie,S,,1,15.99,0,0,15.99,0,2.08,18.07
4.54097E+12,1.45509E+13,2022-07-12T17:57:00-04:00,#2176,product,order,Online Store,,Canada,Ontario,St.catharines,Canada,Ontario,St.catharines,,DOGORA,Clinic Order Medical Snuggie,M1,,3,55.5,0,0,55.5,0,7.22,62.72
4.54097E+12,1.45509E+13,2022-07-12T17:57:00-04:00,#2176,product,order,Online Store,,Canada,Ontario,St.catharines,Canada,Ontario,St.catharines,,DOGORA,Clinic Order Medical Snuggie,L,,3,70.5,0,0,70.5,0,9.17,79.67
4.54097E+12,1.45509E+13,2022-07-12T17:57:00-04:00,#2176,product,order,Online Store,,Canada,Ontario,St.catharines,Canada,Ontario,St.catharines,,DOGORA,Clinic Order Medical Snuggie,XL,,3,75.75,0,0,75.75,0,9.85,85.6
4.54097E+12,1.45509E+13,2022-07-12T17:57:00-04:00,#2176,product,order,Online Store,,Canada,Ontario,St.catharines,Canada,Ontario,St.catharines,,DOGORA,Clinic Order Medical Snuggie,M2,,3,63.27,0,0,63.27,0,8.23,71.5
4.54117E+12,1.45516E+13,2022-07-12T21:40:02-04:00,#2177,product,order,Online Store,,Canada,Ontario,Smiths Falls,Canada,Ontario,Smiths Falls,,DOGORA,Medical Snuggie,S,,2,66,0,0,66,0,8.58,74.58
4.5443E+12,1.45617E+13,2022-07-15T09:44:16-04:00,#2178,product,order,Online Store,,Canada,Ontario,Amherstburg,Canada,Ontario,Amherstburg,,DOGORA,Medical Snuggie,L,,1,47,0,0,47,0,6.11,53.11
4.54476E+12,1.4563E+13,2022-07-15T14:08:41-04:00,#2179,product,order,Online Store,,Canada,Ontario,Niagara Falls,Canada,Ontario,Niagara Falls,,DOGORA,Medical Snuggie,L,,8,376,0,0,376,0,48.88,424.88
4.54476E+12,1.4563E+13,2022-07-15T14:08:41-04:00,#2179,product,order,Online Store,,Canada,Ontario,Niagara Falls,Canada,Ontario,Niagara Falls,,DOGORA,Medical Snuggie,M2,,4,167.96,0,0,167.96,0,21.83,189.79
4.54476E+12,1.45639E+13,2022-07-15T17:37:43-04:00,#2179,unknown,return,Online Store,,Canada,Ontario,Niagara Falls,Canada,Ontario,Niagara Falls,,,,,,0,0,0,-277.15,-277.15,0,0,-277.15
4.54791E+12,1.45727E+13,2022-07-18T10:52:03-04:00,#2180,product,order,Online Store,,Canada,Ontario,Osgoode,Canada,Ontario,Nepean,,DOGORA,Clinic Order Medical Snuggie,XL,,2,53.98,0,0,53.98,0,7.02,61
4.54791E+12,1.45727E+13,2022-07-18T10:52:03-04:00,#2180,product,order,Online Store,,Canada,Ontario,Osgoode,Canada,Ontario,Nepean,,DOGORA,Clinic Order Medical Snuggie,S,,1,17.79,0,0,17.79,0,2.31,20.1
4.54791E+12,1.45727E+13,2022-07-18T10:52:03-04:00,#2180,product,order,Online Store,,Canada,Ontario,Osgoode,Canada,Ontario,Nepean,,DOGORA,Clinic Order Medical Snuggie,L,,1,25.39,0,0,25.39,0,3.3,28.69
4.54791E+12,1.45727E+13,2022-07-18T10:52:03-04:00,#2180,product,order,Online Store,,Canada,Ontario,Osgoode,Canada,Ontario,Nepean,,DOGORA,Clinic Order Medical Snuggie,M1,,4,77.8,0,0,77.8,0,10.11,87.91
4.54791E+12,1.45727E+13,2022-07-18T10:52:03-04:00,#2180,product,order,Online Store,,Canada,Ontario,Osgoode,Canada,Ontario,Nepean,,DOGORA,Clinic Order Medical Snuggie,M2,,2,45.38,0,0,45.38,0,5.9,51.28
4.54791E+12,1.45727E+13,2022-07-18T10:52:03-04:00,#2180,product,order,Online Store,,Canada,Ontario,Osgoode,Canada,Ontario,Nepean,,DOGORA,Clinic Order Medical Snuggie,XS,,4,64.76,0,0,64.76,0,8.42,73.18
4.54826E+12,1.45739E+13,2022-07-18T16:21:35-04:00,#2181,product,order,Online Store,,Canada,Ontario,Mississauga,Canada,Ontario,Mississauga,,DOGORA,Clinic Order Medical Snuggie,M2,,5,113.45,0,0,113.45,0,14.75,128.2
4.54826E+12,1.45739E+13,2022-07-18T16:21:35-04:00,#2181,product,order,Online Store,,Canada,Ontario,Mississauga,Canada,Ontario,Mississauga,,DOGORA,Clinic Order Medical Snuggie,S,,5,88.95,0,0,88.95,0,11.56,100.51
4.54826E+12,1.45739E+13,2022-07-18T16:21:35-04:00,#2181,product,order,Online Store,,Canada,Ontario,Mississauga,Canada,Ontario,Mississauga,,DOGORA,Clinic Order Medical Snuggie,XS,,5,80.95,0,0,80.95,0,10.52,91.47
4.5501E+12,1.45804E+13,2022-07-19T16:39:37-04:00,#2182,product,order,Online Store,,Canada,British Columbia,Nanaimo,Canada,British Columbia,Nanaimo,,DOGORA,Clinic Order Medical Snuggie,S,,3,53.37,0,0,53.37,0,2.67,56.04
4.5501E+12,1.45804E+13,2022-07-19T16:39:37-04:00,#2182,product,order,Online Store,,Canada,British Columbia,Nanaimo,Canada,British Columbia,Nanaimo,,DOGORA,Clinic Order Medical Snuggie,M2,,5,113.45,0,0,113.45,0,5.67,119.12
4.55241E+12,1.45883E+13,2022-07-21T09:31:53-04:00,#2183,product,order,Online Store,,Canada,Ontario,Cambridge,Canada,Ontario,Cambridge,,DOGORA,Clinic Order Medical Snuggie,M2,,5,113.45,0,0,113.45,0,14.75,128.2
4.55241E+12,1.45883E+13,2022-07-21T09:31:53-04:00,#2183,product,order,Online Store,,Canada,Ontario,Cambridge,Canada,Ontario,Cambridge,,DOGORA,Clinic Order Medical Snuggie,S,,2,35.58,0,0,35.58,0,4.63,40.21
4.55241E+12,1.45883E+13,2022-07-21T09:31:53-04:00,#2183,product,order,Online Store,,Canada,Ontario,Cambridge,Canada,Ontario,Cambridge,,DOGORA,Clinic Order Medical Snuggie,M1,,8,155.6,0,0,155.6,0,20.23,175.83
4.55241E+12,1.45883E+13,2022-07-21T09:31:53-04:00,#2183,product,order,Online Store,,Canada,Ontario,Cambridge,Canada,Ontario,Cambridge,,DOGORA,Clinic Order Medical Snuggie,L,,5,126.95,0,0,126.95,0,16.5,143.45
4.55241E+12,1.45883E+13,2022-07-21T09:31:53-04:00,#2183,product,order,Online Store,,Canada,Ontario,Cambridge,Canada,Ontario,Cambridge,,DOGORA,Clinic Order Medical Snuggie,XS,,5,80.95,0,0,80.95,0,10.52,91.47
4.55328E+12,1.45913E+13,2022-07-21T23:59:16-04:00,#2184,shipping,order,Online Store,,United States,California,Pollock Pines,United States,California,Pollock Pines,,,,,,0,0,0,0,0,19.99,0,19.99
4.55328E+12,1.45913E+13,2022-07-21T23:59:16-04:00,#2184,product,order,Online Store,,United States,California,Pollock Pines,United States,California,Pollock Pines,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-M,,1,49.5,0,0,49.5,0,0,49.5
4.55328E+12,1.45913E+13,2022-07-21T23:59:16-04:00,#2184,product,order,Online Store,,United States,California,Pollock Pines,United States,California,Pollock Pines,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-S,,1,46.75,0,0,46.75,0,0,46.75
4.5583E+12,1.46074E+13,2022-07-26T09:20:51-04:00,#2185,product,order,Online Store,,Canada,Ontario,Hamilton,Canada,Ontario,Vineland,,DOGORA,Clinic Order Medical Snuggie,L,,4,101.56,0,0,101.56,0,13.2,114.76
4.5583E+12,1.46074E+13,2022-07-26T09:20:51-04:00,#2185,product,order,Online Store,,Canada,Ontario,Hamilton,Canada,Ontario,Vineland,,DOGORA,Clinic Order Medical Snuggie,S,,4,71.16,0,0,71.16,0,9.25,80.41
4.5583E+12,1.46074E+13,2022-07-26T09:20:51-04:00,#2185,product,order,Online Store,,Canada,Ontario,Hamilton,Canada,Ontario,Vineland,,DOGORA,Clinic Order Medical Snuggie,M2,,4,90.76,0,0,90.76,0,11.8,102.56
4.55852E+12,1.46081E+13,2022-07-26T11:32:40-04:00,#2186,product,order,Online Store,,Canada,Ontario,Woodbridge,Canada,Ontario,Port Hope,,DOGORA,Clinic Order Medical Snuggie,M1,,1,19.45,0,0,19.45,0,2.53,21.98
4.55852E+12,1.46081E+13,2022-07-26T11:32:40-04:00,#2186,product,order,Online Store,,Canada,Ontario,Woodbridge,Canada,Ontario,Port Hope,,DOGORA,Clinic Order Medical Snuggie,XS,,2,32.38,0,0,32.38,0,4.21,36.59
4.55861E+12,1.46084E+13,2022-07-26T12:23:15-04:00,#2187,product,order,Online Store,,Canada,Ontario,Woodbridge,Canada,Ontario,Port Hope,,DOGORA,Clinic Order Medical Snuggie,L,,1,25.39,0,0,25.39,0,3.3,28.69
4.55861E+12,1.46084E+13,2022-07-26T12:23:15-04:00,#2187,product,order,Online Store,,Canada,Ontario,Woodbridge,Canada,Ontario,Port Hope,,DOGORA,Clinic Order Medical Snuggie,S,,1,17.79,0,0,17.79,0,2.31,20.1
4.55861E+12,1.46084E+13,2022-07-26T12:23:15-04:00,#2187,product,order,Online Store,,Canada,Ontario,Woodbridge,Canada,Ontario,Port Hope,,DOGORA,Clinic Order Medical Snuggie,XS,,2,32.38,0,0,32.38,0,4.21,36.59
4.55861E+12,1.46084E+13,2022-07-26T12:23:15-04:00,#2187,product,order,Online Store,,Canada,Ontario,Woodbridge,Canada,Ontario,Port Hope,,DOGORA,Clinic Order Medical Snuggie,XL,,1,26.99,0,0,26.99,0,3.51,30.5
4.55861E+12,1.46084E+13,2022-07-26T12:23:15-04:00,#2187,product,order,Online Store,,Canada,Ontario,Woodbridge,Canada,Ontario,Port Hope,,DOGORA,Clinic Order Medical Snuggie,M1,,1,19.45,0,0,19.45,0,2.53,21.98
4.55861E+12,1.46084E+13,2022-07-26T12:23:15-04:00,#2187,product,order,Online Store,,Canada,Ontario,Woodbridge,Canada,Ontario,Port Hope,,DOGORA,Clinic Order Medical Snuggie,M2,,1,22.69,0,0,22.69,0,2.95,25.64
4.55899E+12,1.46097E+13,2022-07-26T17:24:14-04:00,#2188,product,order,Online Store,,Canada,Ontario,Guelph,Canada,Ontario,Guelph,,DOGORA,Clinic Order Medical Snuggie,M2,,6,136.14,0,0,136.14,0,17.7,153.84
4.55899E+12,1.46097E+13,2022-07-26T17:24:14-04:00,#2188,product,order,Online Store,,Canada,Ontario,Guelph,Canada,Ontario,Guelph,,DOGORA,Clinic Order Medical Snuggie,L,,6,152.34,0,0,152.34,0,19.8,172.14
4.55899E+12,1.46097E+13,2022-07-26T17:24:14-04:00,#2188,product,order,Online Store,,Canada,Ontario,Guelph,Canada,Ontario,Guelph,,DOGORA,Clinic Order Medical Snuggie,XS,,2,32.38,0,0,32.38,0,4.21,36.59
4.55899E+12,1.46097E+13,2022-07-26T17:24:14-04:00,#2188,product,order,Online Store,,Canada,Ontario,Guelph,Canada,Ontario,Guelph,,DOGORA,Clinic Order Medical Snuggie,S,,6,106.74,0,0,106.74,0,13.88,120.62
4.55899E+12,1.46097E+13,2022-07-26T17:24:14-04:00,#2188,product,order,Online Store,,Canada,Ontario,Guelph,Canada,Ontario,Guelph,,DOGORA,Clinic Order Medical Snuggie,M1,,6,116.7,0,0,116.7,0,15.17,131.87
4.55899E+12,1.46097E+13,2022-07-26T17:24:14-04:00,#2188,product,order,Online Store,,Canada,Ontario,Guelph,Canada,Ontario,Guelph,,DOGORA,Clinic Order Medical Snuggie,XL,,10,269.9,0,0,269.9,0,35.09,304.99
4.56344E+12,1.46244E+13,2022-07-29T14:15:00-04:00,#2189,product,order,Online Store,,Canada,Ontario,Toronto,Canada,Ontario,Toronto,,DOGORA,Clinic Order Medical Snuggie,L,,3,76.17,0,0,76.17,0,9.9,86.07
4.56344E+12,1.46244E+13,2022-07-29T14:15:00-04:00,#2189,product,order,Online Store,,Canada,Ontario,Toronto,Canada,Ontario,Toronto,,DOGORA,Clinic Order Medical Snuggie,M2,,3,68.07,0,0,68.07,0,8.85,76.92
4.56344E+12,1.46244E+13,2022-07-29T14:15:00-04:00,#2189,product,order,Online Store,,Canada,Ontario,Toronto,Canada,Ontario,Toronto,,DOGORA,Clinic Order Medical Snuggie,M1,,5,97.25,0,0,97.25,0,12.64,109.89
4.56364E+12,1.4625E+13,2022-07-29T17:10:48-04:00,#2190,product,order,Online Store,,Canada,British Columbia,Prince George,Canada,British Columbia,Prince George,,DOGORA,Clinic Order Medical Snuggie,M2,,3,68.07,0,0,68.07,0,3.4,71.47
4.56364E+12,1.4625E+13,2022-07-29T17:10:48-04:00,#2190,product,order,Online Store,,Canada,British Columbia,Prince George,Canada,British Columbia,Prince George,,DOGORA,Clinic Order Medical Snuggie,L,,2,50.78,0,0,50.78,0,2.54,53.32
4.56364E+12,1.4625E+13,2022-07-29T17:10:48-04:00,#2190,product,order,Online Store,,Canada,British Columbia,Prince George,Canada,British Columbia,Prince George,,DOGORA,Clinic Order Medical Snuggie,XL,,2,53.98,0,0,53.98,0,2.7,56.68
4.56364E+12,1.4625E+13,2022-07-29T17:10:48-04:00,#2190,product,order,Online Store,,Canada,British Columbia,Prince George,Canada,British Columbia,Prince George,,DOGORA,Clinic Order Medical Snuggie,M1,,3,58.35,0,0,58.35,0,2.92,61.27
4.57145E+12,1.46509E+13,2022-08-04T15:00:16-04:00,#2191,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,,DOGORA,Clinic Order Medical Snuggie,L,,3,76.17,0,0,76.17,0,9.9,86.07
4.57145E+12,1.46509E+13,2022-08-04T15:00:16-04:00,#2191,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,,DOGORA,Clinic Order Medical Snuggie,M2,,3,68.07,0,0,68.07,0,8.85,76.92
4.57145E+12,1.46509E+13,2022-08-04T15:09:22-04:00,#2191,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,,DOGORA,Clinic Order Medical Snuggie,M2,,2,45.38,0,0,45.38,0,5.9,51.28
4.57145E+12,1.46509E+13,2022-08-04T15:09:22-04:00,#2191,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,,DOGORA,Clinic Order Medical Snuggie,M1,,1,19.45,0,0,19.45,0,2.53,21.98
4.57145E+12,1.46509E+13,2022-08-04T15:09:22-04:00,#2191,product,order,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,,DOGORA,Clinic Order Medical Snuggie,XS,,1,16.19,0,0,16.19,0,2.1,18.29
4.57475E+12,1.46614E+13,2022-08-07T10:27:27-04:00,#2192,product,order,Online Store,,Canada,Ontario,Creemore,Canada,Ontario,Creemore,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-XXS,,2,86.5,0,0,86.5,0,11.25,97.75
4.57921E+12,1.46763E+13,2022-08-10T12:01:41-04:00,#2193,product,order,Online Store,,Canada,Ontario,Guelph,Canada,Ontario,Guelph,,DOGORA,Clinic Order Medical Snuggie,XL,,2,53.98,0,0,53.98,0,7.02,61
4.57921E+12,1.46763E+13,2022-08-10T12:01:41-04:00,#2193,product,order,Online Store,,Canada,Ontario,Guelph,Canada,Ontario,Guelph,,DOGORA,Clinic Order Medical Snuggie,M2,,4,90.76,0,0,90.76,0,11.8,102.56
4.57921E+12,1.46763E+13,2022-08-10T12:01:41-04:00,#2193,product,order,Online Store,,Canada,Ontario,Guelph,Canada,Ontario,Guelph,,DOGORA,Clinic Order Medical Snuggie,L,,2,50.78,0,0,50.78,0,6.6,57.38
4.57921E+12,1.46763E+13,2022-08-10T12:01:41-04:00,#2193,product,order,Online Store,,Canada,Ontario,Guelph,Canada,Ontario,Guelph,,DOGORA,Clinic Order Medical Snuggie,M1,,4,77.8,0,0,77.8,0,10.11,87.91
4.57949E+12,1.46772E+13,2022-08-10T15:32:33-04:00,#2194,product,order,Online Store,,Canada,Ontario,Owen Sound,Canada,Ontario,Owen Sound,,DOGORA,Clinic Order Medical Snuggie,L,,3,76.17,0,0,76.17,0,9.9,86.07
