Billing country,Billing region,Billing city,Product type,Product title,Product variant title,Day,Shipping country,Shipping region,Shipping city,Product ID,Order or return,New or returning customer,Company name,Company location name,Is B2B order,Number of products bought together,Order ID,Sale ID,Gross sales,Discounts,Returns,Net sales,Shipping charges,Taxes,Total sales,Quantity ordered
Canada,Ontario,Vancouver,Clothing,DOGORA™ Clinic Starter Kit,Starter Kit,2023-01-03,Canada,Ontario,Burlington,1.95713E+12,order,New,,,FALSE,1,4.82843E+12,1.55245E+13,179,0,0,179,0,23.27,202.27,1
Canada,Ontario,Vancouver,,,,2023-01-03,Canada,Ontario,Burlington,,order,New,,,FALSE,1,4.82843E+12,1.55245E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Richmond Hill,,Clinic Order Medical Snuggie,M2,2023-01-03,Canada,Ontario,Richmond Hill,4.6145E+12,order,Returning,,,FALSE,1,4.82864E+12,1.55252E+13,113.45,0,0,113.45,0,14.75,128.2,5
Canada,Ontario,Richmond Hill,,Clinic Order Medical Snuggie,XS,2023-01-03,Canada,Ontario,Richmond Hill,4.6145E+12,order,Returning,,,FALSE,1,4.82864E+12,1.55252E+13,64.76,0,0,64.76,0,8.42,73.18,4
Canada,Ontario,Sudbury,,,,2023-01-03,Canada,Ontario,Sudbury,,order,New,,,FALSE,1,4.82862E+12,1.55251E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Richmond Hill,,Clinic Order Medical Snuggie,M1,2023-01-03,Canada,Ontario,Richmond Hill,4.6145E+12,order,Returning,,,FALSE,1,4.82864E+12,1.55252E+13,97.25,0,0,97.25,0,12.64,109.89,5
Canada,Ontario,Richmond Hill,,,,2023-01-03,Canada,Ontario,Richmond Hill,,order,Returning,,,FALSE,1,4.82864E+12,1.55252E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Toronto,,Clinic Order Medical Snuggie,S,2023-01-03,Canada,Ontario,Toronto,4.6145E+12,order,Returning,,,FALSE,1,4.82867E+12,1.55253E+13,53.37,0,0,53.37,0,6.94,60.31,3
Canada,Ontario,Richmond Hill,,Clinic Order Medical Snuggie,XL,2023-01-03,Canada,Ontario,Richmond Hill,4.6145E+12,order,Returning,,,FALSE,1,4.82864E+12,1.55252E+13,53.98,0,0,53.98,0,7.02,61,2
Canada,Ontario,Richmond Hill,,Clinic Order Medical Snuggie,S,2023-01-03,Canada,Ontario,Richmond Hill,4.6145E+12,order,Returning,,,FALSE,1,4.82864E+12,1.55252E+13,88.95,0,0,88.95,0,11.56,100.51,5
United States,Maryland,Baltimore,,,,2023-01-03,Canada,British Columbia,Vancouver,,order,New,,,FALSE,1,4.82913E+12,1.55268E+13,0,0,0,0,0,0,0,0
United States,Maryland,Baltimore,Clothing,"High-Top Boots ""Don't Fall Off""",,2023-01-03,Canada,British Columbia,Vancouver,1.94929E+12,order,New,,,FALSE,1,4.82913E+12,1.55268E+13,99,0,0,99,0,4.95,103.95,2
Canada,Ontario,Toronto,,Clinic Order Medical Snuggie,M2,2023-01-03,Canada,Ontario,Toronto,4.6145E+12,order,Returning,,,FALSE,1,4.82867E+12,1.55253E+13,68.07,0,0,68.07,0,8.85,76.92,3
Canada,Ontario,Sudbury,Clothing,"High-Top Boots ""Don't Fall Off""",XS -  2 Boots Only,2023-01-03,Canada,Ontario,Sudbury,1.94929E+12,order,New,,,FALSE,1,4.82862E+12,1.55251E+13,89.5,-11.63,0,77.87,0,10.12,87.99,2
United States,Maryland,Baltimore,Clothing,"High-Top Boots ""Don't Fall Off""",S - 2 Boots Only,2023-01-03,Canada,British Columbia,Vancouver,1.94929E+12,order,New,,,FALSE,1,4.82913E+12,1.55268E+13,93.5,0,0,93.5,0,4.68,98.18,2
Canada,Ontario,Toronto,,Clinic Order Medical Snuggie,M1,2023-01-03,Canada,Ontario,Toronto,4.6145E+12,order,Returning,,,FALSE,1,4.82867E+12,1.55253E+13,19.45,0,0,19.45,0,2.53,21.98,1
Canada,Ontario,Toronto,,Clinic Order Medical Snuggie,L,2023-01-03,Canada,Ontario,Toronto,4.6145E+12,order,Returning,,,FALSE,1,4.82867E+12,1.55253E+13,76.17,0,0,76.17,0,9.9,86.07,3
Canada,Ontario,Orleans,Clothing,"High-Top Boots ""Don't Fall Off""",XS -  2 Boots Only,2023-01-04,Canada,Ontario,Orleans,1.94929E+12,order,New,,,FALSE,1,4.83075E+12,1.55322E+13,44.75,0,0,44.75,0,5.82,50.57,1
Canada,Ontario,Orleans,,,,2023-01-04,Canada,Ontario,Orleans,,order,New,,,FALSE,1,4.83075E+12,1.55322E+13,0,0,0,0,5.99,0.78,6.77,0
Canada,Ontario,Barrie,,Hoodie,M2,2023-01-04,Canada,Ontario,Barrie,4.46952E+12,order,New,,,FALSE,1,4.83013E+12,1.55301E+13,64.99,0,0,64.99,0,8.45,73.44,1
Canada,Ontario,Barrie,,,,2023-01-04,Canada,Ontario,Barrie,,order,New,,,FALSE,1,4.83013E+12,1.55301E+13,0,0,0,0,0,0,0,0
Canada,Quebec,Mont Tremblant,,,,2023-01-05,Canada,Quebec,Mont-Tremblant,,order,New,,,FALSE,1,4.83106E+12,1.55331E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Burlington,,Clinic Order Medical Snuggie,M2,2023-01-05,Canada,Ontario,Burlington,4.6145E+12,order,Returning,,,FALSE,1,4.83177E+12,1.55355E+13,226.9,0,0,226.9,0,29.5,256.4,10
Canada,Ontario,Burlington,,Clinic Order Medical Snuggie,S,2023-01-05,Canada,Ontario,Burlington,4.6145E+12,order,Returning,,,FALSE,1,4.83177E+12,1.55355E+13,71.16,0,0,71.16,0,9.25,80.41,4
Canada,Ontario,Burlington,,,,2023-01-05,Canada,Ontario,Burlington,,order,Returning,,,FALSE,1,4.83177E+12,1.55355E+13,0,0,0,0,0,0,0,0
Canada,Ontario,East Gwillimbury,,,,2023-01-05,Canada,Ontario,East Gwillimbury,,return,New,,,FALSE,1,4.72869E+12,1.55339E+13,0,0,8,8,0,0,8,0
Canada,Ontario,East Gwillimbury,Clothing,"High-Top Boots ""Don't Fall Off""",S - 2 Boots Only,2023-01-05,Canada,Ontario,East Gwillimbury,1.94929E+12,return,New,,,FALSE,1,4.72869E+12,1.55339E+13,0,0,-93.5,-93.5,0,-12.16,-105.66,0
Canada,Quebec,Mont Tremblant,Clothing,"High-Top Boots ""Don't Fall Off""",S - 2 Boots Only,2023-01-05,Canada,Quebec,Mont-Tremblant,1.94929E+12,order,New,,,FALSE,1,4.83106E+12,1.55331E+13,93.5,0,0,93.5,0,4.68,98.18,2
Canada,Ontario,Toronto,,,,2023-01-06,Canada,Ontario,Toronto,,return,New,,,FALSE,1,4.74536E+12,1.55414E+13,0,0,-3.84,-3.84,0,0,-3.84,0
Canada,Ontario,Fonthill,,Clinic Order Medical Snuggie,M2,2023-01-06,Canada,Ontario,Fonthill,4.6145E+12,order,Returning,,,FALSE,1,4.83285E+12,1.5539E+13,68.07,0,0,68.07,0,8.85,76.92,3
Canada,Alberta,Edmonton,,,,2023-01-06,Canada,Alberta,Edmonton,,order,Returning,,,FALSE,2,4.8323E+12,1.55373E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Toronto,Clothing,3 Season Heated Coat,S,2023-01-06,Canada,Ontario,Toronto,1.85914E+12,order,Returning,,,FALSE,1,4.8337E+12,1.55419E+13,182.99,0,0,182.99,0,23.79,206.78,1
Canada,Ontario,Scarborough,Clothing,"High-Top Boots ""Don't Fall Off""",,2023-01-06,Canada,Ontario,Scarborough,1.94929E+12,return,New,,,FALSE,1,4.81956E+12,1.55397E+13,0,0,-42.08,-42.08,0,-5.47,-47.55,0
Canada,Alberta,Edmonton,Clothing,3 Season Heated Coat,XS,2023-01-06,Canada,Alberta,Edmonton,1.85914E+12,order,Returning,,,FALSE,2,4.8323E+12,1.55373E+13,175.99,0,0,175.99,0,8.8,184.79,1
Canada,Ontario,Fonthill,,Clinic Order Medical Snuggie,L,2023-01-06,Canada,Ontario,Fonthill,4.6145E+12,order,Returning,,,FALSE,1,4.83285E+12,1.5539E+13,50.78,0,0,50.78,0,6.6,57.38,2
Canada,Ontario,Scarborough,Clothing,"High-Top Boots ""Don't Fall Off""",,2023-01-06,Canada,Ontario,Scarborough,1.94929E+12,return,New,,,FALSE,1,4.81956E+12,1.55397E+13,0,0,-43.99,-43.99,0,-5.72,-49.71,0
Canada,Alberta,Calgary,Clothing,"High-Top Boots ""Don't Fall Off""",XXS - 2 Boots Only,2023-01-06,Canada,Alberta,Calgary,1.94929E+12,return,Returning,,,FALSE,1,4.78254E+12,1.55372E+13,0,0,-36.77,-36.77,0,-1.84,-38.61,0
Canada,Alberta,Edmonton,Clothing,"High-Top Boots ""Don't Fall Off""",XXS - 2 Boots Only,2023-01-06,Canada,Alberta,Edmonton,1.94929E+12,order,Returning,,,FALSE,2,4.8323E+12,1.55373E+13,86.5,0,0,86.5,0,4.33,90.83,2
Canada,Ontario,Fonthill,,Clinic Order Medical Snuggie,M1,2023-01-06,Canada,Ontario,Fonthill,4.6145E+12,order,Returning,,,FALSE,1,4.83285E+12,1.5539E+13,97.25,0,0,97.25,0,12.64,109.89,5
Canada,Ontario,Fonthill,,,,2023-01-06,Canada,Ontario,Fonthill,,order,Returning,,,FALSE,1,4.83285E+12,1.5539E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Toronto,,,,2023-01-06,Canada,Ontario,Toronto,,order,Returning,,,FALSE,1,4.8337E+12,1.55419E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Aurora,,,,2023-01-08,Canada,Ontario,Toronto,,return,New,,,FALSE,1,4.81805E+12,1.5546E+13,0,0,-9.6,-9.6,0,0,-9.6,0
Canada,Ontario,Maple,Clothing,"High-Top Boots ""Don't Fall Off""",,2023-01-08,Canada,Ontario,Maple,1.94929E+12,return,New,,,FALSE,1,4.76043E+12,1.55489E+13,0,0,-43.99,-43.99,0,-5.72,-49.71,0
Canada,Ontario,Maple,Clothing,"High-Top Boots ""Don't Fall Off""",,2023-01-08,Canada,Ontario,Maple,1.94929E+12,return,New,,,FALSE,1,4.76043E+12,1.55489E+13,0,0,-42.08,-42.08,0,-5.47,-47.55,0
United States,New York,New York,,,,2023-01-08,United States,New York,New York,,order,Returning,,,FALSE,1,4.83591E+12,1.55488E+13,0,0,0,0,19.99,0,19.99,0
Canada,Ontario,Mississauga,,,,2023-01-08,Canada,Ontario,Mississauga,,return,Returning,,,FALSE,2,4.82078E+12,1.5546E+13,0,0,-102.32,-102.32,0,0,-102.32,0
United States,New York,New York,Clothing,3 Season Heated Coat,XS,2023-01-08,United States,New York,New York,1.85914E+12,order,Returning,,,FALSE,1,4.83591E+12,1.55488E+13,351.98,0,0,351.98,0,0,351.98,2
Canada,Manitoba,Winnipeg,,,,2023-01-09,Canada,Manitoba,Winnipeg,,order,Returning,,,FALSE,1,4.83643E+12,1.55505E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Mississauga,,Clinic Order Medical Snuggie,M1,2023-01-09,Canada,Ontario,Mississauga,4.6145E+12,order,Returning,,,FALSE,1,4.83684E+12,1.55518E+13,58.35,0,0,58.35,0,7.59,65.94,3
Canada,Ontario,Vaughan,,Clinic Order Medical Snuggie,S,2023-01-09,Canada,British Columbia,nanaimo,4.6145E+12,order,Returning,,,FALSE,1,4.83716E+12,1.55529E+13,53.37,0,0,53.37,0,2.67,56.04,3
Canada,Ontario,Mississauga,,,,2023-01-09,Canada,Ontario,Mississauga,,order,Returning,,,FALSE,1,4.83671E+12,1.55514E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Mississauga,,Clinic Order Medical Snuggie,M2,2023-01-09,Canada,Ontario,Mississauga,4.6145E+12,order,Returning,,,FALSE,1,4.83684E+12,1.55518E+13,90.76,0,0,90.76,0,11.8,102.56,4
Canada,Ontario,Mississauga,,Clinic Order Medical Snuggie,M2,2023-01-09,Canada,Ontario,Mississauga,4.6145E+12,order,Returning,,,FALSE,1,4.83671E+12,1.55514E+13,45.38,0,0,45.38,0,5.9,51.28,2
Canada,Manitoba,Winnipeg,Clothing,"High-Top Boots ""Don't Fall Off""",XS -  2 Boots Only,2023-01-09,Canada,Manitoba,Winnipeg,1.94929E+12,order,Returning,,,FALSE,1,4.83643E+12,1.55505E+13,89.5,0,0,89.5,0,4.48,93.98,2
Canada,Quebec,Montréal,Clothing,"High-Top Boots ""Don't Fall Off""",S - 2 Boots Only,2023-01-09,Canada,Quebec,Montréal,1.94929E+12,order,New,,,FALSE,1,4.8372E+12,1.55531E+13,46.75,0,0,46.75,0,2.34,49.09,1
Canada,Ontario,Vaughan,,,,2023-01-09,Canada,British Columbia,nanaimo,,order,Returning,,,FALSE,1,4.83716E+12,1.55529E+13,0,0,0,0,0,0,0,0
Canada,Quebec,Montréal,,,,2023-01-09,Canada,Quebec,Montréal,,order,New,,,FALSE,1,4.8372E+12,1.55531E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Vaughan,,Clinic Order Medical Snuggie,M1,2023-01-09,Canada,British Columbia,nanaimo,4.6145E+12,order,Returning,,,FALSE,1,4.83716E+12,1.55529E+13,58.35,0,0,58.35,0,2.92,61.27,3
Canada,Ontario,Mississauga,,,,2023-01-09,Canada,Ontario,Mississauga,,order,Returning,,,FALSE,1,4.83684E+12,1.55518E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Mississauga,,Clinic Order Medical Snuggie,XS,2023-01-09,Canada,Ontario,Mississauga,4.6145E+12,order,Returning,,,FALSE,1,4.83671E+12,1.55514E+13,64.76,0,0,64.76,0,8.42,73.18,4
Canada,Ontario,Mississauga,,Clinic Order Medical Snuggie,L,2023-01-09,Canada,Ontario,Mississauga,4.6145E+12,order,Returning,,,FALSE,1,4.83684E+12,1.55518E+13,76.17,0,0,76.17,0,9.9,86.07,3
Canada,Ontario,Mississauga,,Clinic Order Medical Snuggie,S,2023-01-09,Canada,Ontario,Mississauga,4.6145E+12,order,Returning,,,FALSE,1,4.83671E+12,1.55514E+13,71.16,0,0,71.16,0,9.25,80.41,4
United States,North Carolina,Indian Trail,,Hoodie,XL,2023-01-10,United States,North Carolina,Indian Trail,4.46952E+12,order,Returning,,,FALSE,1,4.83803E+12,1.55559E+13,77.7,0,0,77.7,0,0,77.7,1
United States,North Carolina,Indian Trail,,,,2023-01-10,United States,North Carolina,Indian Trail,,order,Returning,,,FALSE,1,4.83803E+12,1.55559E+13,0,0,0,0,21.43,0,21.43,0
Canada,Quebec,Montréal,Clothing,"High-Top Boots ""Don't Fall Off""",S - 2 Boots Only,2023-01-10,Canada,Quebec,Montréal,1.94929E+12,order,New,,,FALSE,1,4.83835E+12,1.55571E+13,46.75,0,0,46.75,0,2.34,49.09,1
Canada,Quebec,Montréal,,,,2023-01-10,Canada,Quebec,Montréal,,order,New,,,FALSE,1,4.83835E+12,1.55571E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Orleans,Clothing,"High-Top Boots ""Don't Fall Off""",XS -  2 Boots Only,2023-01-10,Canada,Ontario,Orleans,1.94929E+12,order,Returning,,,FALSE,1,4.83795E+12,1.55556E+13,44.75,0,0,44.75,0,5.82,50.57,1
Canada,Ontario,Orleans,,,,2023-01-10,Canada,Ontario,Orleans,,order,Returning,,,FALSE,1,4.83795E+12,1.55556E+13,0,0,0,0,5.99,0.78,6.77,0
Canada,Ontario,Markham,Clothing,"High-Top Boots ""Don't Fall Off""",XS -  2 Boots Only,2023-01-11,Canada,Ontario,Markham,1.94929E+12,order,New,,,FALSE,1,4.83943E+12,1.55606E+13,89.5,0,0,89.5,0,11.64,101.14,2
Canada,Quebec,Montréal,Clothing,"High-Top Boots ""Don't Fall Off""",XS -  2 Boots Only,2023-01-11,Canada,Quebec,Montréal,1.94929E+12,return,New,,,FALSE,1,4.76851E+12,1.55627E+13,0,0,-76.08,-76.08,0,-3.8,-79.88,0
Canada,Ontario,Markham,,,,2023-01-11,Canada,Ontario,Markham,,order,New,,,FALSE,1,4.83943E+12,1.55606E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Oakville,Clothing,"High-Top Boots ""Don't Fall Off""",XXS - 2 Boots Only,2023-01-11,Canada,Ontario,Oakville,1.94929E+12,return,New,,,FALSE,1,4.73236E+12,1.55628E+13,0,0,-43.25,-43.25,0,-5.62,-48.87,0
Canada,Ontario,Kitchener,,Clinic Order Medical Snuggie,XS,2023-01-12,Canada,Ontario,Kitchener,4.6145E+12,order,Returning,,,FALSE,1,4.84082E+12,1.55652E+13,32.38,0,0,32.38,0,4.21,36.59,2
Canada,Ontario,Kitchener,,,,2023-01-12,Canada,Ontario,Kitchener,,order,Returning,,,FALSE,1,4.84082E+12,1.55652E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Kitchener,,Clinic Order Medical Snuggie,XL,2023-01-12,Canada,Ontario,Kitchener,4.6145E+12,order,Returning,,,FALSE,1,4.84082E+12,1.55652E+13,26.99,0,0,26.99,0,3.51,30.5,1
Canada,Ontario,Kitchener,,Clinic Order Medical Snuggie,M1,2023-01-12,Canada,Ontario,Kitchener,4.6145E+12,order,Returning,,,FALSE,1,4.84082E+12,1.55652E+13,58.35,0,0,58.35,0,7.59,65.94,3
Canada,Ontario,Kitchener,,Clinic Order Medical Snuggie,S,2023-01-12,Canada,Ontario,Kitchener,4.6145E+12,order,Returning,,,FALSE,1,4.84082E+12,1.55652E+13,35.58,0,0,35.58,0,4.63,40.21,2
Canada,Ontario,Kitchener,,Clinic Order Medical Snuggie,M2,2023-01-12,Canada,Ontario,Kitchener,4.6145E+12,order,Returning,,,FALSE,1,4.84082E+12,1.55652E+13,22.69,0,0,22.69,0,2.95,25.64,1
Canada,Ontario,Kitchener,,Clinic Order Medical Snuggie,L,2023-01-12,Canada,Ontario,Kitchener,4.6145E+12,order,Returning,,,FALSE,1,4.84082E+12,1.55652E+13,25.39,0,0,25.39,0,3.3,28.69,1
Canada,Ontario,Orillia,,,,2023-01-13,Canada,Ontario,Orillia,,order,New,,,FALSE,1,4.84275E+12,1.55716E+13,0,0,0,0,0,0,0,0
Canada,Quebec,Notre Dame de Pontmain,,,,2023-01-13,Canada,Quebec,Notre Dame de Pontmain,,order,Returning,,,FALSE,1,4.84238E+12,1.55704E+13,0,0,0,0,5.99,0.3,6.29,0
Canada,Quebec,Sainte-Anne-des-Lacs,Clothing,"High-Top Boots ""Don't Fall Off""",S - 2 Boots Only,2023-01-13,Canada,Quebec,Sainte-Anne-des-Lacs,1.94929E+12,return,New,,,FALSE,1,4.79073E+12,1.55681E+13,0,0,-46.75,-46.75,0,-2.34,-49.09,0
Canada,British Columbia,Vancouver,,Clinic Order Medical Snuggie,M2,2023-01-13,Canada,Ontario,Burlington,4.6145E+12,order,Returning,,,FALSE,1,4.84198E+12,1.55691E+13,90.76,0,0,90.76,0,11.8,102.56,4
Canada,Manitoba,Winnipeg,,,,2023-01-13,Canada,Manitoba,Winnipeg,,order,New,,,FALSE,1,4.84167E+12,1.55681E+13,0,0,0,0,0,0,0,0
Canada,British Columbia,Vancouver,,Clinic Order Medical Snuggie,XL,2023-01-13,Canada,Ontario,Burlington,4.6145E+12,order,Returning,,,FALSE,1,4.84198E+12,1.55691E+13,134.95,0,0,134.95,0,17.54,152.49,5
Canada,British Columbia,Vancouver,,Clinic Order Medical Snuggie,M1,2023-01-13,Canada,Ontario,Burlington,4.6145E+12,order,Returning,,,FALSE,1,4.84198E+12,1.55691E+13,77.8,0,0,77.8,0,10.11,87.91,4
Canada,Ontario,Courtland,,,,2023-01-13,Canada,Ontario,Courtland,,order,New,,,FALSE,1,4.84252E+12,1.55708E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Orillia,Clothing,"High-Top Boots ""Don't Fall Off""",,2023-01-13,Canada,Ontario,Orillia,1.94929E+12,order,New,,,FALSE,1,4.84275E+12,1.55716E+13,49.5,0,0,49.5,0,6.44,55.94,1
Canada,Ontario,Orleans,Clothing,"High-Top Boots ""Don't Fall Off""",XXS - 2 Boots Only,2023-01-13,Canada,Ontario,Orleans,1.94929E+12,order,Returning,,,FALSE,1,4.84233E+12,1.55702E+13,86.5,0,0,86.5,0,11.25,97.75,2
Canada,British Columbia,Vancouver,,,,2023-01-13,Canada,Ontario,Burlington,,order,Returning,,,FALSE,1,4.84198E+12,1.55691E+13,0,0,0,0,0,0,0,0
Canada,British Columbia,Vancouver,,Clinic Order Medical Snuggie,L,2023-01-13,Canada,Ontario,Burlington,4.6145E+12,order,Returning,,,FALSE,1,4.84198E+12,1.55691E+13,126.95,0,0,126.95,0,16.5,143.45,5
Canada,Quebec,Sainte-Anne-des-Lacs,Clothing,"High-Top Boots ""Don't Fall Off""",,2023-01-13,Canada,Quebec,Sainte-Anne-des-Lacs,1.94929E+12,return,New,,,FALSE,1,4.79073E+12,1.55681E+13,0,0,-49.5,-49.5,0,-2.48,-51.98,0
Canada,Ontario,Orleans,,,,2023-01-13,Canada,Ontario,Orleans,,order,Returning,,,FALSE,1,4.84233E+12,1.55702E+13,0,0,0,0,0,0,0,0
Canada,Manitoba,Winnipeg,Clothing,"High-Top Boots ""Don't Fall Off""",XXS - 2 Boots Only,2023-01-13,Canada,Manitoba,Winnipeg,1.94929E+12,order,New,,,FALSE,1,4.84167E+12,1.55681E+13,86.5,0,0,86.5,0,4.33,90.83,2
Canada,British Columbia,Vancouver,,Clinic Order Medical Snuggie,S,2023-01-13,Canada,Ontario,Burlington,4.6145E+12,order,Returning,,,FALSE,1,4.84198E+12,1.55691E+13,71.16,0,0,71.16,0,9.25,80.41,4
Canada,Quebec,Notre Dame de Pontmain,Clothing,"High-Top Boots ""Don't Fall Off""",XXS - 2 Boots Only,2023-01-13,Canada,Quebec,Notre Dame de Pontmain,1.94929E+12,order,Returning,,,FALSE,1,4.84238E+12,1.55704E+13,43.25,0,0,43.25,0,2.16,45.41,1
Canada,Ontario,Courtland,Clothing,"High-Top Boots ""Don't Fall Off""",S - 2 Boots Only,2023-01-13,Canada,Ontario,Courtland,1.94929E+12,order,New,,,FALSE,1,4.84252E+12,1.55708E+13,93.5,0,0,93.5,0,12.16,105.66,2
Canada,British Columbia,Vancouver,,Clinic Order Medical Snuggie,XS,2023-01-13,Canada,Ontario,Burlington,4.6145E+12,order,Returning,,,FALSE,1,4.84198E+12,1.55691E+13,48.57,0,0,48.57,0,6.31,54.88,3
Canada,Ontario,Brantford,,,,2023-01-14,Canada,Ontario,Brantford,,order,Returning,,,FALSE,1,4.84385E+12,1.55751E+13,0,0,0,0,5.99,0.78,6.77,0
Canada,Ontario,Brantford,Clothing,"High-Top Boots ""Don't Fall Off""",XXS - 2 Boots Only,2023-01-14,Canada,Ontario,Brantford,1.94929E+12,order,Returning,,,FALSE,1,4.84385E+12,1.55751E+13,43.25,0,0,43.25,0,5.62,48.87,1
