Billing country,Billing region,Billing city,Product type,Product title,Product variant title,Day,Shipping country,Shipping region,Shipping city,Product ID,Order or return,New or returning customer,Company name,Company location name,Is B2B order,Number of products bought together,Order ID,Sale ID,Gross sales,Discounts,Returns,Net sales,Shipping charges,Taxes,Total sales,Quantity ordered
Canada,Ontario,Paris,,,,2025-01-06,Canada,Ontario,Paris,,order,New,,,FALSE,1,6.14452E+12,1.99593E+13,0,0,0,0,5.99,0.78,6.77,0
Canada,Ontario,Kitchener,,Clinic Order Medical Snuggie,XS,2025-01-06,Canada,Ontario,Kitchener,4.6145E+12,order,Returning,,,FALSE,1,6.14486E+12,1.99604E+13,53.25,0,0,53.25,0,6.92,60.17,3
Canada,Ontario,Kitchener,,Clinic Order Medical Snuggie,S,2025-01-06,Canada,Ontario,Kitchener,4.6145E+12,order,Returning,,,FALSE,1,6.14486E+12,1.99604E+13,97.25,0,0,97.25,0,12.64,109.89,5
Canada,British Columbia,North Vancouver,,,,2025-01-06,Canada,British Columbia,North Vancouver,,order,Returning,,,FALSE,1,6.14523E+12,1.99617E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Kitchener,,,,2025-01-06,Canada,Ontario,Kitchener,,order,Returning,,,FALSE,1,6.14486E+12,1.99604E+13,0,0,0,0,0,0,0,0
Canada,British Columbia,North Vancouver,,Know Brainer Balls x2,2 Balls,2025-01-06,Canada,British Columbia,North Vancouver,7.75958E+12,order,Returning,,,FALSE,1,6.14523E+12,1.99617E+13,63.98,-8.3,0,55.68,0,2.78,58.46,2
Canada,Ontario,Mississauga,,,,2025-01-06,Canada,Ontario,Mississauga,,order,New,,,FALSE,1,6.14549E+12,1.99626E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Mississauga,,Know Brainer Balls x2,2 Balls,2025-01-06,Canada,Ontario,Mississauga,7.75958E+12,order,New,,,FALSE,1,6.14549E+12,1.99626E+13,63.98,0,0,63.98,0,8.32,72.3,2
Canada,British Columbia,Mission,,,,2025-01-07,Canada,British Columbia,Mission,,order,New,,,FALSE,1,6.146E+12,1.99641E+13,0,0,0,0,5.99,0.3,6.29,0
Canada,Ontario,Toronto,,Trench Coat,L,2025-01-07,Canada,Ontario,Toronto,4.46952E+12,order,New,,,FALSE,1,6.147E+12,1.99676E+13,57.36,-5.73,0,51.63,0,6.71,58.34,1
Canada,Quebec,Prévost,,,,2025-01-07,Canada,Quebec,Prévost,,order,New,,,FALSE,1,6.146E+12,1.99641E+13,0,0,0,0,5.99,0.3,6.29,0
Canada,Quebec,Prévost,,Know Brainer Balls x2,2 Balls,2025-01-07,Canada,Quebec,Prévost,7.75958E+12,order,New,,,FALSE,1,6.146E+12,1.99641E+13,31.99,0,0,31.99,0,1.6,33.59,1
Canada,Ontario,Toronto,,,,2025-01-07,Canada,Ontario,Toronto,,order,New,,,FALSE,1,6.147E+12,1.99676E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Markham,,,,2025-01-07,Canada,Ontario,Markham,,order,Returning,,,FALSE,1,6.14709E+12,1.99679E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Markham,,Trench Coat,XL,2025-01-07,Canada,Ontario,Markham,4.46952E+12,order,Returning,,,FALSE,1,6.14709E+12,1.99679E+13,59.99,0,0,59.99,0,7.8,67.79,1
Canada,British Columbia,Mission,,Know Brainer Balls x2,2 Balls,2025-01-07,Canada,British Columbia,Mission,7.75958E+12,order,New,,,FALSE,1,6.146E+12,1.99641E+13,31.99,-4.15,0,27.84,0,1.39,29.23,1
Canada,Ontario,Mississauga,,"High Top Boots ""Stay-On"" Technology",XXXL|10,2025-01-08,Canada,Ontario,Mississauga,7.76384E+12,order,New,,,FALSE,1,6.1485E+12,1.99725E+13,130,-13,0,117,0,15.21,132.21,2
Canada,Saskatchewan,Swift Current,,,,2025-01-08,Canada,Saskatchewan,Swift Current,,order,New,,,FALSE,1,6.14863E+12,1.99729E+13,0,0,0,0,5.99,0.3,6.29,0
Canada,Ontario,Mississauga,,,,2025-01-08,Canada,Ontario,Mississauga,,order,New,,,FALSE,1,6.1485E+12,1.99725E+13,0,0,0,0,0,0,0,0
Canada,Saskatchewan,Swift Current,,Know Brainer Balls x2,2 Balls,2025-01-08,Canada,Saskatchewan,Swift Current,7.75958E+12,order,New,,,FALSE,1,6.14863E+12,1.99729E+13,31.99,0,0,31.99,0,1.6,33.59,1
Canada,Ontario,Brantford,,,,2025-01-09,Canada,Ontario,Brantford,,order,New,,,FALSE,1,6.15013E+12,1.99778E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Reaboro,,,,2025-01-09,Canada,Ontario,Reaboro,,return,New,,,FALSE,1,6.14897E+12,1.99763E+13,0,0,3.19,3.19,0,0,3.19,0
Canada,Ontario,Nepean,,Clinic Order Medical Snuggie,XS,2025-01-09,Canada,Ontario,Nepean,4.6145E+12,order,Returning,,,FALSE,1,6.14951E+12,1.99757E+13,35.5,0,0,35.5,0,4.62,40.12,2
Canada,Yukon,Dawson,,,,2025-01-09,Canada,Yukon,Dawson,,order,New,,,FALSE,1,6.15001E+12,1.99774E+13,0,0,0,0,5.99,0.3,6.29,0
Canada,Ontario,Reaboro,,,,2025-01-09,Canada,Ontario,Reaboro,,return,New,,,FALSE,1,6.14897E+12,1.99817E+13,0,0,-3.19,-3.19,0,0,-3.19,0
Canada,Ontario,Nepean,,,,2025-01-09,Canada,Ontario,Nepean,,order,Returning,,,FALSE,1,6.14951E+12,1.99757E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Nepean,,Clinic Order Medical Snuggie,S,2025-01-09,Canada,Ontario,Nepean,4.6145E+12,order,Returning,,,FALSE,1,6.14951E+12,1.99757E+13,58.35,0,0,58.35,0,7.59,65.94,3
Canada,Ontario,Toronto,,,,2025-01-09,Canada,Ontario,Toronto,,order,New,,,FALSE,1,6.14995E+12,1.99772E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Reaboro,,,,2025-01-09,Canada,Ontario,Reaboro,,return,New,,,FALSE,1,6.14897E+12,1.99763E+13,0,0,-3.19,-3.19,0,0,-3.19,0
Canada,Ontario,Toronto,,"High Top Boots ""Stay-On"" Technology",XXXS|2,2025-01-09,Canada,Ontario,Toronto,7.76384E+12,order,New,,,FALSE,1,6.14995E+12,1.99772E+13,51.5,0,0,51.5,0,6.7,58.2,1
Canada,Ontario,Brantford,,Medical Snuggie,S,2025-01-09,Canada,Ontario,Brantford,4.47367E+12,order,New,,,FALSE,1,6.15013E+12,1.99778E+13,60.99,0,0,60.99,0,7.93,68.92,1
Canada,Ontario,Reaboro,,Know Brainer Balls x2,2 Balls,2025-01-09,Canada,Ontario,Reaboro,7.75958E+12,order,New,,,FALSE,1,6.14897E+12,1.99739E+13,31.99,0,0,31.99,0,4.16,36.15,1
Canada,Yukon,Dawson,,Know Brainer Balls x2,2 Balls,2025-01-09,Canada,Yukon,Dawson,7.75958E+12,order,New,,,FALSE,1,6.15001E+12,1.99774E+13,31.99,0,0,31.99,0,1.6,33.59,1
United States,Massachusetts,Sudbury,Clothing,3 Season Heated Coat,XS,2025-01-09,United States,Massachusetts,Sudbury,1.85914E+12,return,New,,,FALSE,2,6.10739E+12,1.99757E+13,0,0,-162.7,-162.7,0,0,-162.7,0
Canada,Ontario,Nepean,,Clinic Order Medical Snuggie,M2,2025-01-09,Canada,Ontario,Nepean,4.6145E+12,order,Returning,,,FALSE,1,6.14951E+12,1.99757E+13,73.74,0,0,73.74,0,9.59,83.33,3
Canada,Ontario,Reaboro,,,,2025-01-09,Canada,Ontario,Reaboro,,order,New,,,FALSE,1,6.14897E+12,1.99739E+13,0,0,0,0,5.99,0.78,6.77,0
United States,Massachusetts,Sudbury,,,,2025-01-09,United States,Massachusetts,Sudbury,,return,New,,,FALSE,2,6.10739E+12,1.99757E+13,0,0,164.5,164.5,0,0,164.5,0
United States,Massachusetts,Sudbury,,,,2025-01-09,United States,Massachusetts,Sudbury,,return,New,,,FALSE,2,6.10739E+12,1.99812E+13,0,0,-164.88,-164.88,0,0,-164.88,0
Canada,Quebec,Prévost,,Know Brainer Balls x2,2 Balls,2025-01-10,Canada,Quebec,Prévost,7.75958E+12,order,Returning,,,FALSE,1,6.15142E+12,1.99819E+13,63.98,0,0,63.98,0,3.2,67.18,2
Canada,Ontario,Kars,,,,2025-01-10,Canada,Ontario,Kars,,order,Returning,,,FALSE,1,6.15122E+12,1.99812E+13,0,0,0,0,0,0,0,0
Canada,Alberta,Sherwood Park,,Know Brainer Balls x2,2 Balls,2025-01-10,Canada,Alberta,Sherwood Park,7.75958E+12,order,New,,,FALSE,1,6.15147E+12,1.99821E+13,31.99,0,0,31.99,0,1.6,33.59,1
Canada,Alberta,Sherwood Park,,,,2025-01-10,Canada,Alberta,Sherwood Park,,order,New,,,FALSE,1,6.15147E+12,1.99821E+13,0,0,0,0,5.99,0.3,6.29,0
Canada,Quebec,Prévost,,,,2025-01-10,Canada,Quebec,Prévost,,order,Returning,,,FALSE,1,6.15142E+12,1.99819E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Kars,,"High Top Boots ""Stay-On"" Technology",XXXL|10,2025-01-10,Canada,Ontario,Kars,7.76384E+12,order,Returning,,,FALSE,1,6.15122E+12,1.99812E+13,65,0,0,65,0,8.45,73.45,1
Canada,Ontario,Kars,,"High Top Boots ""Stay-On"" Technology",XXL|9,2025-01-10,Canada,Ontario,Kars,7.76384E+12,order,Returning,,,FALSE,1,6.15122E+12,1.99812E+13,63.5,0,0,63.5,0,8.26,71.76,1
Canada,Alberta,Edmonton,Clothing,"High-Top Boots ""Don't Fall Off""",XS -  2 Boots Only,2025-01-11,Canada,Alberta,Edmonton,1.94929E+12,order,Returning,,,FALSE,1,6.15326E+12,1.99875E+13,60,0,0,60,0,3,63,2
Canada,Alberta,Edmonton,,,,2025-01-11,Canada,Alberta,Edmonton,,order,Returning,,,FALSE,1,6.15326E+12,1.99875E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Thornhill,,,,2025-01-12,Canada,Ontario,Thornhill,,order,New,,,FALSE,1,6.15382E+12,1.99889E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Thornhill,Clothing,3 Season Heated Coat,XS,2025-01-12,Canada,Ontario,Thornhill,1.85914E+12,order,New,,,FALSE,1,6.15382E+12,1.99889E+13,131.99,0,0,131.99,0,17.16,149.15,1
Canada,Ontario,Richmond Hill,Clothing,"High-Top Boots ""Don't Fall Off""",XS -  2 Boots Only,2025-01-13,Canada,Ontario,Richmond Hill,1.94929E+12,order,New,,,FALSE,1,6.1553E+12,1.99935E+13,60,-6,0,54,0,7.02,61.02,2
Canada,Ontario,Hamilton,,Clinic Order Medical Snuggie,M2,2025-01-13,Canada,Ontario,Hamilton,4.6145E+12,order,Returning,,,FALSE,1,6.15542E+12,1.99939E+13,49.16,0,0,49.16,0,6.39,55.55,2
Canada,Ontario,Hamilton,,,,2025-01-13,Canada,Ontario,Hamilton,,order,Returning,,,FALSE,1,6.15542E+12,1.99939E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Hamilton,,Clinic Order Medical Snuggie,XS,2025-01-13,Canada,Ontario,Hamilton,4.6145E+12,order,Returning,,,FALSE,1,6.15542E+12,1.99939E+13,35.5,0,0,35.5,0,4.62,40.12,2
Canada,Ontario,Richmond Hill,,,,2025-01-13,Canada,Ontario,Richmond Hill,,order,New,,,FALSE,1,6.1553E+12,1.99935E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Hamilton,,Clinic Order Medical Snuggie,S,2025-01-13,Canada,Ontario,Hamilton,4.6145E+12,order,Returning,,,FALSE,1,6.15542E+12,1.99939E+13,58.35,0,0,58.35,0,7.59,65.94,3
Canada,Ontario,Woodbridge,,Clinic Order Medical Snuggie,M2,2025-01-14,Canada,British Columbia,Nanaimo,4.6145E+12,order,Returning,,,FALSE,1,6.157E+12,1.99993E+13,122.9,0,0,122.9,0,6.15,129.05,5
Canada,Ontario,Woodbridge,,,,2025-01-14,Canada,British Columbia,Nanaimo,,order,Returning,,,FALSE,1,6.157E+12,1.99993E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Woodbridge,,Clinic Order Medical Snuggie,S,2025-01-14,Canada,British Columbia,Nanaimo,4.6145E+12,order,Returning,,,FALSE,1,6.157E+12,1.99993E+13,194.5,0,0,194.5,0,9.73,204.23,10
Canada,Ontario,Woodbridge,,Clinic Order Medical Snuggie,XL,2025-01-14,Canada,British Columbia,Nanaimo,4.6145E+12,order,Returning,,,FALSE,1,6.157E+12,1.99993E+13,116.2,0,0,116.2,0,5.81,122.01,4
Canada,Ontario,Whitby,,,,2025-01-15,Canada,Ontario,Whitby,,order,New,,,FALSE,1,6.15917E+12,2.00066E+13,0,0,0,0,5.99,0.78,6.77,0
Canada,Ontario,Whitby,,Know Brainer Balls x2,2 Balls,2025-01-15,Canada,Ontario,Whitby,7.75958E+12,order,New,,,FALSE,1,6.15917E+12,2.00066E+13,31.99,0,0,31.99,0,4.16,36.15,1
Canada,Ontario,Owen Sound,,,,2025-01-16,Canada,Ontario,Owen Sound,,order,Returning,,,FALSE,2,6.15987E+12,2.00088E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Windsor,,,,2025-01-16,Canada,Ontario,Windsor,,order,Returning,,,FALSE,1,6.16068E+12,2.00115E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Windsor,,Clinic Order Medical Snuggie,M2,2025-01-16,Canada,Ontario,Windsor,4.6145E+12,order,Returning,,,FALSE,1,6.16068E+12,2.00115E+13,122.9,0,0,122.9,0,15.98,138.88,5
Canada,Ontario,Owen Sound,,Medical Snuggie,S,2025-01-16,Canada,Ontario,Owen Sound,4.47367E+12,order,Returning,,,FALSE,2,6.15987E+12,2.00088E+13,304.95,0,0,304.95,0,39.64,344.59,5
Canada,Ontario,Owen Sound,,Clinic Order Medical Snuggie,M2,2025-01-16,Canada,Ontario,Owen Sound,4.6145E+12,order,Returning,,,FALSE,2,6.15987E+12,2.00088E+13,147.48,0,0,147.48,0,19.17,166.65,6
Canada,Ontario,Windsor,,Clinic Order Medical Snuggie,S,2025-01-16,Canada,Ontario,Windsor,4.6145E+12,order,Returning,,,FALSE,1,6.16068E+12,2.00115E+13,97.25,0,0,97.25,0,12.64,109.89,5
Canada,Ontario,Windsor,,Clinic Order Medical Snuggie,XS,2025-01-16,Canada,Ontario,Windsor,4.6145E+12,order,Returning,,,FALSE,1,6.16068E+12,2.00115E+13,88.75,0,0,88.75,0,11.54,100.29,5
Canada,Ontario,Toronto,,"High Top Boots ""Stay-On"" Technology",XXL|9,2025-01-17,Canada,Ontario,Toronto,7.76384E+12,order,Returning,,,FALSE,1,6.13841E+12,2.00138E+13,63.5,-6.35,0,57.15,0,7.43,64.58,0
Canada,Quebec,Saint-Laurent-Île-d'Orléans,,,,2025-01-17,Canada,Quebec,Saint-Laurent-Ile-Orleans,,order,New,,,FALSE,1,6.16235E+12,2.00169E+13,0,0,0,0,5.99,0.3,6.29,0
Canada,Quebec,Saint-Laurent-Île-d'Orléans,,Know Brainer Balls x2,2 Balls,2025-01-17,Canada,Quebec,Saint-Laurent-Ile-Orleans,7.75958E+12,order,New,,,FALSE,1,6.16235E+12,2.00169E+13,31.99,0,0,31.99,0,1.6,33.59,1
Canada,Ontario,Richmond Hill,Clothing,"High-Top Boots ""Don't Fall Off""",XXS - 2 Boots Only,2025-01-17,Canada,Ontario,Richmond Hill,1.94929E+12,order,New,,,FALSE,1,6.16212E+12,2.00161E+13,30,0,0,30,0,3.9,33.9,1
Canada,Ontario,Richmond Hill,Clothing,"High-Top Boots ""Don't Fall Off""",XS -  2 Boots Only,2025-01-17,Canada,Ontario,Richmond Hill,1.94929E+12,order,New,,,FALSE,1,6.16212E+12,2.00161E+13,30,0,0,30,0,3.9,33.9,1
Canada,Ontario,Richmond Hill,,,,2025-01-17,Canada,Ontario,Richmond Hill,,order,New,,,FALSE,1,6.16212E+12,2.00161E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Richmond Hill,,,,2025-01-18,Canada,Ontario,Richmond Hill,,return,New,,,FALSE,1,6.1553E+12,2.0026E+13,0,0,-61.02,-61.02,0,0,-61.02,0
Canada,Quebec,Laval,,,,2025-01-18,Canada,Quebec,Laval,,order,New,,,FALSE,1,6.16372E+12,2.00211E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Richmond Hill,Clothing,"High-Top Boots ""Don't Fall Off""",XS -  2 Boots Only,2025-01-18,Canada,Ontario,Richmond Hill,1.94929E+12,return,New,,,FALSE,1,6.1553E+12,2.00215E+13,0,0,-54,-54,0,-7.02,-61.02,0
Canada,Quebec,Laval,Clothing,"High-Top Boots ""Don't Fall Off""",S - 2 Boots Only,2025-01-18,Canada,Quebec,Laval,1.94929E+12,order,New,,,FALSE,1,6.16372E+12,2.00211E+13,30,0,0,30,0,1.5,31.5,1
Canada,Ontario,Richmond Hill,,,,2025-01-18,Canada,Ontario,Richmond Hill,,return,New,,,FALSE,1,6.1553E+12,2.00215E+13,0,0,61.02,61.02,0,0,61.02,0
