Billing country,Billing region,Billing city,Product type,Product title,Product variant title,Day,Shipping country,Shipping region,Shipping city,Product ID,Order or return,New or returning customer,Company name,Company location name,Is B2B order,Number of products bought together,Order ID,Sale ID,Gross sales,Discounts,Returns,Net sales,Shipping charges,Taxes,Total sales,Quantity ordered
Canada,Ontario,Toronto,Clothing,"High-Top Boots ""Don't Fall Off""",XS -  2 Boots Only,2024-01-01,Canada,Ontario,Toronto,1.94929E+12,return,New,,,FALSE,1,5.28156E+12,1.74458E+13,0,0,-33.56,-33.56,0,-4.36,-37.92,0
Canada,Ontario,Ottawa,,,,2024-01-01,Canada,Ontario,Ottawa,,order,Returning,,,FALSE,1,5.39129E+12,1.74436E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Toronto,,,,2024-01-01,Canada,Ontario,Toronto,,return,New,,,FALSE,1,5.28156E+12,1.745E+13,0,0,-74.57,-74.57,0,0,-74.57,0
Canada,Ontario,Toronto,,,,2024-01-01,Canada,Ontario,Toronto,,return,New,,,FALSE,1,5.28156E+12,1.74458E+13,0,0,74.57,74.57,0,0,74.57,0
Canada,Ontario,Toronto,Clothing,"High-Top Boots ""Don't Fall Off""",XXS - 2 Boots Only,2024-01-01,Canada,Ontario,Toronto,1.94929E+12,return,New,,,FALSE,1,5.28156E+12,1.74458E+13,0,0,-32.43,-32.43,0,-4.22,-36.65,0
Canada,Ontario,Cambridge,,,,2024-01-01,Canada,Ontario,Cambridge,,order,New,,,FALSE,1,5.39148E+12,1.74442E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Cambridge,Clothing,"High-Top Boots ""Don't Fall Off""",S - 2 Boots Only,2024-01-01,Canada,Ontario,Cambridge,1.94929E+12,order,New,,,FALSE,1,5.39148E+12,1.74442E+13,70.12,0,0,70.12,0,9.12,79.24,2
Canada,Ontario,Ottawa,Clothing,"High-Top Boots ""Don't Fall Off""",XS -  2 Boots Only,2024-01-01,Canada,Ontario,Ottawa,1.94929E+12,order,Returning,,,FALSE,1,5.39129E+12,1.74436E+13,67.12,-6.71,0,60.41,0,7.85,68.26,2
Canada,Ontario,Hamilton,Clothing,"High-Top Boots ""Don't Fall Off""",XXS - 2 Boots Only,2024-01-02,Canada,Ontario,Hamilton,1.94929E+12,return,New,,,FALSE,1,5.3693E+12,1.74484E+13,0,0,-58.38,-58.38,0,-7.59,-65.97,0
Canada,Ontario,Hamilton,,,,2024-01-02,Canada,Ontario,Hamilton,,return,New,,,FALSE,1,5.3693E+12,1.74529E+13,0,0,-65.97,-65.97,0,0,-65.97,0
Canada,Ontario,Etobicoke,,,,2024-01-02,Canada,Ontario,Etobicoke,,order,New,,,FALSE,1,5.39301E+12,1.7449E+13,0,0,0,0,0,0,0,0
Canada,Ontario,Toronto,,,,2024-01-02,Canada,Ontario,Toronto,,return,New,,,FALSE,1,5.35754E+12,1.74534E+13,0,0,-68.26,-68.26,0,0,-68.26,0
Canada,Quebec,Montréal,Clothing,"High-Top Boots ""Don't Fall Off""",S - 2 Boots Only,2024-01-02,Canada,Quebec,Montréal,1.94929E+12,order,New,,,FALSE,1,5.39274E+12,1.74481E+13,70.12,-7.01,0,63.11,0,3.16,66.27,2
Canada,British Columbia,Prince George,,Clinic Order Medical Snuggie,S,2024-01-02,Canada,British Columbia,Prince George,4.6145E+12,order,Returning,,,FALSE,1,5.39301E+12,1.7449E+13,19.45,0,0,19.45,0,0.97,20.42,1
Canada,Quebec,Montréal,,,,2024-01-02,Canada,Quebec,Montréal,,order,New,,,FALSE,1,5.39274E+12,1.74481E+13,0,0,0,0,0,0,0,0
